Wall time,Step,Value
1702175879.9783158,6743900,54.0
1702175880.3250148,6744380,54.0
1702175880.5785403,6745000,53.0
1702175881.0478857,6745850,52.0
1702175883.759744,6751380,54.0
1702175885.8429973,6755740,47.0
1702175886.116757,6756020,55.0
1702175888.9509776,6761890,52.0
1702175890.7161505,6765300,50.0
1702175891.258178,6766300,54.0
1702175892.1013048,6768170,54.0
1702175892.6783926,6769280,51.0
1702175893.9972703,6771900,55.0
1702175895.4780734,6774940,52.0
1702175895.7566667,6775240,54.0
1702175898.9528565,6781880,55.0
1702175902.6465101,6789330,50.0
1702175912.4684303,6809000,52.0
1702175913.535509,6810910,54.0
1702175918.291048,6820580,55.0
1702175918.9402196,6821880,54.0
1702175924.4848406,6832750,55.0
1702175926.1093936,6836100,49.0
1702175926.5379004,6836790,54.0
1702175927.802385,6839250,55.0
1702175930.1544826,6844140,53.0
1702175931.680698,6846860,51.0
1702175933.08238,6849730,55.0
1702175940.901875,6865840,51.0
1702175941.5454202,6867070,52.0
1702175945.1124628,6874320,54.0
1702175945.917776,6876120,54.0
1702175946.9192884,6877830,51.0
1702175947.490484,6878930,-213.0
1702175947.6134555,6879240,51.0
1702175951.5109866,6887240,55.0
1702175954.6801503,6893590,53.0
1702175956.9266152,6898030,51.0
1702175957.7780135,6899880,51.0
1702175961.5792792,6907430,46.0
1702175962.0316546,6908200,46.0
1702175962.3168378,6908990,53.0
1702175963.699807,6911870,54.0
1702175964.125034,6912550,50.0
1702175965.3870206,6915100,51.0
1702175965.555485,6915600,47.0
1702175965.9639728,6916210,52.0
1702175967.231095,6918840,52.0
1702175967.2386708,6918860,48.0
1702175972.4596515,6929330,50.0
1702175979.6956856,6943790,47.0
1702175980.7049952,6945640,54.0
1702175988.3128605,6961330,51.0
1702175991.3842146,6967480,51.0
1702175992.1016243,6969020,53.0
1702175994.45976,6973720,53.0
1702175994.5763443,6974060,55.0
1702175997.6542113,6980400,54.0
1702176000.2702072,6985890,53.0
1702176000.5805357,6986290,54.0
1702176001.3878415,6988180,53.0
1702176001.546259,6988620,55.0
1702176008.345885,7002710,51.0
1702176009.4206188,7004820,54.0
1702176009.4610476,7004940,54.0
1702176010.4860413,7006830,55.0
1702176010.5203202,7006920,52.0
1702176011.4980326,7009140,54.0
1702176013.3857033,7012960,55.0
1702176013.81667,7013680,55.0
1702176015.8067102,7017750,47.0
1702176021.920502,7030730,-57.0
1702176021.938574,7030780,45.0
1702176023.2706501,7033470,53.0
1702176025.7157393,7038390,30.0
1702176027.3926332,7041680,26.0
1702176028.8404872,7044650,55.0
1702176028.8957832,7044790,50.0
1702176030.871022,7048740,42.0
1702176037.3312187,7061020,54.0
1702176038.6462238,7063660,54.0
1702176039.9424493,7066180,52.0
1702176045.9978724,7078380,26.0
1702176055.2838628,7096550,45.0
1702176057.4230435,7100790,13.0
1702176058.546806,7102870,54.0
1702176058.811907,7103610,48.0
1702176059.806567,7105300,46.0
1702176065.1046333,7115760,53.0
1702176065.2822604,7116240,53.0
1702176065.4193137,7116620,55.0
1702176066.3744533,7118360,54.0
1702176067.955918,7121770,47.0
1702176068.8580542,7123350,55.0
1702176072.3448706,7130480,55.0
1702176073.0979905,7132020,46.0
1702176074.2807074,7134230,35.0
1702176077.6011434,7140830,51.0
1702176079.1765847,7143760,54.0
1702176080.671659,7146890,54.0
1702176083.817267,7152740,55.0
1702176084.6414557,7154540,55.0
1702176086.0975156,7157480,53.0
1702176086.8031795,7158910,42.0
1702176090.3980048,7165560,54.0
1702176092.7142875,7170370,53.0
1702176093.2960148,7171430,47.0
1702176093.7169995,7172080,13.0
1702176095.6433032,7175800,54.0
1702176101.78913,7187580,54.0
1702176103.0679183,7190100,54.0
1702176107.4723945,7198750,53.0
1702176114.8626194,7213220,55.0
1702176116.43658,7216420,54.0
1702176116.7332397,7216740,45.0
1702176117.1517177,7217890,52.0
1702176121.0535095,7225210,54.0
1702176123.0737567,7229180,36.0
1702176126.4191093,7235710,54.0
1702176129.1174557,7240780,53.0
1702176136.7991445,7255320,54.0
1702176139.4673347,7260980,54.0
1702176139.989617,7261940,54.0
1702176146.4966695,7274680,11.0
1702176150.7030292,7282780,54.0
1702176153.7961078,7288550,55.0
1702176154.0529876,7289270,55.0
1702176154.08395,7289350,49.0
1702176156.9741333,7294740,53.0
1702176158.6775331,7298270,45.0
1702176161.2449493,7303150,54.0
1702176163.1179194,7306610,55.0
1702176166.7108202,7313900,53.0
1702176168.320247,7316790,53.0
1702176173.6072726,7327090,54.0
1702176176.1044226,7331910,55.0
1702176176.381397,7332530,54.0
1702176178.1981192,7335770,51.0
1702176179.9928932,7339490,52.0
1702176183.491992,7346010,48.0
1702176186.4260426,7352050,53.0
1702176188.8519137,7356590,39.0
1702176190.6848881,7360110,53.0
1702176192.9380624,7364720,50.0
1702176200.2871141,7379110,52.0
1702176200.8103924,7379890,50.0
1702176203.336662,7384570,55.0
1702176203.997814,7385740,42.0
1702176204.3873594,7386750,52.0
1702176205.0193787,7387960,54.0
1702176206.9120479,7391410,53.0
1702176208.1466699,7393730,47.0
1702176211.6623888,7400740,54.0
1702176212.0193112,7401220,52.0
1702176212.0663903,7401340,52.0
1702176212.2793434,7401850,50.0
1702176214.9295397,7406930,52.0
1702176216.8272443,7410550,53.0
1702176220.002167,7416470,54.0
1702176225.7021253,7427660,53.0
1702176228.7044528,7433210,45.0
1702176230.316025,7436530,46.0
1702176230.821653,7437400,54.0
1702176231.032719,7437950,52.0
1702176235.4902666,7446310,52.0
1702176237.7495306,7450620,54.0
1702176238.2486968,7451400,48.0
1702176243.061104,7460810,52.0
1702176244.9318848,7464250,51.0
1702176245.4409068,7465140,52.0
1702176248.1965554,7470420,55.0
1702176249.4599247,7472910,52.0
1702176250.8899233,7476060,54.0
1702176251.8980432,7477930,53.0
1702176259.2658768,7493150,51.0
1702176260.2192345,7495450,53.0
1702176261.3912065,7497980,53.0
1702176262.0733786,7499490,47.0
